chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrIII	148238	148903	-	YCR018C	SRD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	2.164552306	-0.050486095	-0.058055784	7.51	33.38	0.0363	23.6	1	1.91	0.069	NA	NA	TRUE
chrIII	149920	149991	+	tM(CAU)C	tM(CAU)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	151284	151356	-	tK(CUU)C	tK(CUU)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	151608	151862	-	YCR018C-A	YCR018C-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007213563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	168301	168372	-	tQ(UUG)C	tQ(UUG)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	177183	177282	+	snR65	SNR65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	178610	178798	-	snR189	SNR189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	197621	199549	-	YCR038C	BUD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03932392	-0.005509517	NA	NA	0.0484	16.7	1	2.092	0.101	NA	NA	TRUE
chrIII	199293	199418	+	YCR038W-A	YCR038W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.107421423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	199546	200178	-	YCR039C	MATALPHA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451707884	0.342304233	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIII	200442	200969	+	YCR040W	MATALPHA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049780698	0.076477857	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIII	227942	228042	+	tS(CGA)C	SUP61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	295484	295556	+	tT(AGU)C	tT(AGU)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	315997	316188	-	YCR108C	YCR108C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	50133	50627	-	YCL041C	YCL041C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027030362	NA	NA	NA	0.1036	7.2	0	0.543	0.056	NA	NA	NA
chrIII	82462	82533	-	tE(UUC)C	tE(UUC)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	85102	86418	+	YCL020W	YCL020W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIII	85102	90415	+	YCL019W	YCL019W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1361	5.4	0	7.472	1.017	NA	NA	NA
chrIII	90859	90972	+	tL(CAA)C	SUP53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1017207	1017278	-	tE(CUC)D	tE(CUC)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1075472	1075544	-	tV(CAC)D	tV(CAC)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1131	6.5	0	NA	NA	NA	NA	NA
chrIV	1095370	1095461	-	tF(GAA)D	tF(GAA)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1096064	1097386	+	YDR316W-A	YDR316W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1096064	1101332	+	YDR316W-B	YDR316W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1150842	1150941	-	tX(XXX)D	tX(XXX)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1154074	1156019	-	YDR342C	HXT7	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.774402986	12.25	5.66	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIV	1159448	1161406	-	YDR343C	HXT6	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345352727	0.692864297	12.26	5.66	0.0862	8.7	0	1.098	0.095	NA	NA	TRUE
chrIV	11657	13360	-	YDL245C	HXT15	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.032613783	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIV	1175829	1175901	+	tM(CAU)D	EMT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1201750	1201822	+	tK(CUU)D1	tK(CUU)D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1206997	1208319	+	YDR365W-A	YDR365W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1206997	1212265	+	YDR365W-B	YDR365W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085	8.9	0	74.33	6.318	NA	NA	NA
chrIV	1212438	1212836	-	YDR366C	YDR366C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.099582286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1257008	1257079	-	tG(CCC)D	SUF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1305630	1305712	+	tS(AGA)D3	tS(AGA)D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	5.2	0	NA	NA	NA	NA	NA
chrIV	1306267	1311675	+	YDR420W	HKR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.475315303	0.021503706	0.070604135	9.86	22.28	0.2245	3.2	1	3.957	0.888	TATA-less	TAF1-enriched	TRUE
chrIV	1352466	1352538	-	tK(CUU)D2	tK(CUU)D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1402919	1403042	+	snR13	SNR13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	1461715	1461829	-	tL(CAA)D	tL(CAA)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0402	20.8	0	NA	NA	NA	NA	NA
chrIV	1492477	1493026	-	snR84	SNR84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	17471	19270	-	YDL243C	AAD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.089495708	0.144333578	3.86	6.06	0.0811	9.3	1	0.9522	0.077	NA	NA	TRUE
chrIV	1795	3569	+	YDL248W	COS7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.519299709	0.091785741	NA	NA	0.0222	45.4	0	2.591	0.058	NA	NA	TRUE
chrIV	323217	323471	-	snR63	SNR63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	359577	359672	+	tK(UUU)D	tK(UUU)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	3762	3836	+	YDL247W-A	YDL247W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181366759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	410379	410451	+	tA(AGC)D	tA(AGC)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	434264	434336	-	tT(AGU)D	tT(AGU)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	437772	437853	+	tS(AGA)D1	tS(AGA)D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	488797	488870	-	tV(UAC)D	tV(UAC)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	514043	519356	-	YDR034C-D	YDR034C-D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0838	9	0	2.286	0.192	NA	NA	NA
chrIV	518040	519356	-	YDR034C-C	YDR034C-C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	519743	519826	+	tL(UAA)D	tL(UAA)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0448	18.3	0	NA	NA	NA	NA	NA
chrIV	520972	521043	+	tQ(UUG)D1	tQ(UUG)D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	527422	530697	-	YDR038C	ENA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.345153528	-0.166458785	NA	8.71	16.93	0.0797	9.5	1	1.995	0.159	NA	NA	TRUE
chrIV	531307	534582	-	YDR039C	ENA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.528586756	0.090579257	0.597922617	9.66	29.77	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIV	535192	538467	-	YDR040C	ENA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.476115344	NA	0.37363809	9.66	29.77	0.0649	11.9	1	0.2148	0.014	NA	NA	TRUE
chrIV	541602	541700	-	snR47	SNR47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0376	22.6	1	NA	NA	NA	NA	NA
chrIV	568882	568953	+	tR(UCU)D	tR(UCU)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	568964	569035	+	tD(GUC)D	tD(GUC)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3308	2.1	0	NA	NA	NA	NA	NA
chrIV	5985	7814	+	YDL247W	MPH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158928747	0.091789869	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIV	619969	620041	-	tR(ACG)D	tR(ACG)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	645153	645224	-	tQ(UUG)D2	tQ(UUG)D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	645858	651126	-	YDR098C-B	YDR098C-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3732	1.9	0	4.41	1.646	NA	NA	NA
chrIV	649804	651126	-	YDR098C-A	YDR098C-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	668007	668080	-	tI(AAU)D	tI(AAU)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	755628	763874	+	YDR150W	NUM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.211549522	0.12903118	0.191428133	11.39	19.76	0.0879	8.6	1	4.777	0.42	NA	NA	TRUE
chrIV	802731	802802	-	tQ(UUG)D3	tQ(UUG)D3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	83548	83618	+	tG(GCC)D1	tG(GCC)D1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	8683	9756	-	YDL246C	SOR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.218809095	0.041649665	20.1	1.84	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIV	872112	873428	+	YDR210W-A	YDR210W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	872112	877425	+	YDR210W-B	YDR210W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2923	2.4	0	11.79	3.446	NA	NA	NA
chrIV	878659	883927	-	YDR210C-D	YDR210C-D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	882605	883927	-	YDR210C-C	YDR210C-C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	884361	884493	+	tI(UAU)D	tI(UAU)D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	946312	946400	+	tY(GUA)D	SUP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	980974	981055	-	tS(AGA)D2	tS(AGA)D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287	2.5	0	NA	NA	NA	NA	NA
chrIV	981462	982778	+	YDR261W-A	YDR261W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	981462	986775	+	YDR261W-B	YDR261W-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0366	23.3	0	6.75	0.247	NA	NA	NA
chrIV	987534	992349	-	YDR261C-D	YDR261C-D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	991027	992349	-	YDR261C-C	YDR261C-C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIV	992832	992902	+	tG(GCC)D2	tG(GCC)D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	11492	16141	+	YIL173W	VTH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05826721	NA	NA	0.119	6.2	0	1.314	0.156	NA	NA	TRUE
chrIX	16784	18553	-	YIL172C	IMA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrIX	175031	175103	+	tT(AGU)I1	tT(AGU)I1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	18260	18712	+	YIL171W-A	YIL171W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016966021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	183440	183513	-	tI(AAU)I1	tI(AAU)I1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	197592	197663	+	tE(CUC)I	tE(CUC)I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	210665	210738	+	tI(AAU)I2	tI(AAU)I2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	22843	26148	-	YIL169C	YIL169C	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.728754663	1.112371577	59.57	0.28	0.1003	7.4	0	0.5532	0.055	NA	NA	TRUE
chrIX	248850	248931	+	tS(UGA)I	SUP17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	300228	300300	-	tK(CUU)I	tK(CUU)I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	324303	324374	-	tD(GUC)I1	tD(GUC)I1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	325748	325820	+	tT(AGU)I2	tT(AGU)I2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	336349	336420	-	tD(GUC)I2	tD(GUC)I2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	370417	370488	+	tE(UUC)I	tE(UUC)I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	389572	393675	-	YIR019C	MUC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	0.103605852	0.066064395	0.108180268	0.175185561	0.080324281	NA	0.224871023	-0.515216075	NA	NA	0.1756	4.1	1	2.603	0.457	NA	NA	TRUE
chrIX	393884	397082	-	ICR1	ICR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1132	6.5	1	NA	NA	NA	NA	NA
chrIX	395999	396939	+	PWR1	PWR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	483	6147	-	YIL177C	YIL177C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.488919087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	846	1328	+	YIL177W-A	YIL177W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	8793	9155	-	YIL176C	PAU14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.326960428	NA	2.2	24.78	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	9183	9500	+	YIL175W	YIL175W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061985182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	9469	9696	+	YIL174W	YIL174W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038569193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrIX	97111	97246	+	snR68	SNR68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrM	24156	25255	+	Q0075	AI5_BETA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0857	8.8	0	0.006	0.001	NA	NA	NA
chrM	35373	35444	+	tE(UUC)Q	tE(UUC)Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrM	3952	4338	+	Q0010	Q0010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.039391897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrM	48201	48290	+	tS(UGA)Q2	tS(UGA)Q2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrM	58009	62447	+	21S_rRNA	21S_RRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
